age,height,weight,heart_rate,vo2_max,resting_heart_rate,steps,active_minutes
18,95.3,164.4,73,58.5,80,9008,46
43,79.4,175,126,48.6,68,15276,84
37,54.3,172.8,114,36.9,71,11771,67
40,72.5,167.2,120,41.5,62,13963,28
27,87.8,184.7,115,51.6,59,10162,155
28,89.7,188,122,38.9,61,16849,154
58,74.7,192.6,164,56.4,73,5487,148
58,94.7,198.6,146,35,49,12038,152
22,63.4,163.3,163,37.9,55,9537,117
18,70.5,185.8,70,34.3,60,4390,154
34,94.9,169.7,106,33.1,78,6030,99
39,94.8,183.9,65,39,61,9492,129
51,84.3,173.8,93,60,77,5438,14
58,92.9,199.7,124,32.8,75,4383,141
46,54.4,186.4,158,36.4,62,5367,65
21,93.2,197.6,148,38.1,69,8167,113
22,66,191.7,123,48.6,49,15172,57
28,58.9,195.1,152,52.4,74,3465,57
38,62,190.7,146,52.6,67,5483,172
52,70.9,173,141,30.3,82,18957,118
29,62.6,162.6,137,49.6,62,2774,170
43,66,168.5,140,48.9,76,16677,109
36,56.7,151,125,45.5,74,5930,30
24,64.8,176.2,90,41.4,73,4220,111
24,78.6,175.3,142,53.9,80,3439,14
43,72.1,176.3,155,40.3,53,9424,158
57,67.3,198.7,121,36.9,67,10905,98
22,87.3,195.6,113,39.3,47,8700,83
38,94.7,158.1,151,43.2,66,7510,131
31,87.8,168.4,164,36.4,84,13173,169
21,66.6,171.2,67,48.2,75,18453,155
40,87.2,168,101,56.5,66,13956,67
59,57.6,189.9,100,47.9,55,15130,107
37,56.5,176.2,118,43.4,47,16582,88
32,67.3,178.6,99,53.9,58,12937,161
46,90.4,192.7,162,52.4,63,10934,14
25,62.3,190.3,81,41,75,8728,136
58,53.2,156.6,83,48.1,80,8870,105
36,56.6,185.7,97,51.9,76,6242,142
56,92.9,171.8,61,37.4,70,11871,131
45,81.7,164.7,100,41,45,11906,178
44,62.7,152.5,164,33.2,46,19581,107
21,77.8,174.4,78,59.6,50,18205,144
32,76.4,167.8,164,32.6,58,10086,99
52,82.8,162.6,61,35.1,72,13408,138
54,61.7,184.7,151,44.4,77,5193,61
18,93.2,188.5,155,56,69,10218,107
20,65.5,162.2,121,40.7,84,7220,35
41,84.7,152.5,142,53.1,62,8531,130
44,50.8,192.4,75,50.3,78,19474,21
57,68.6,150.5,153,49.2,56,2141,79
53,67.6,196.9,81,55.4,71,18650,93
51,77.2,181.4,73,30.4,68,9719,28
46,53.6,166.1,175,57.9,77,10680,141
41,89.5,162.3,115,54.9,59,10687,105
41,60.9,150.5,124,58.1,76,18863,14
59,83.9,161.8,104,53.8,61,4690,130
21,90.2,156.9,113,56.4,79,17849,137
20,78.1,180.6,125,36.1,79,14288,63
51,87,158.3,145,39.6,57,4427,27
40,83.1,176.4,105,39.5,53,10064,73
40,67.8,179.5,92,33.3,54,5215,147
22,90.4,164.9,138,51.9,45,5911,32
48,64.7,151.8,109,34.1,78,2649,129
