age,height,weight,heart_rate,vo2_max,workout_duration,workout_type
54,61.7,184.7,151,44.4,34,HIIT
18,93.2,188.5,155,56,106,Yoga
20,65.5,162.2,121,40.7,97,Yoga
41,84.7,152.5,142,53.1,98,Strength
44,50.8,192.4,75,50.3,93,Yoga
57,68.6,150.5,153,49.2,28,Cardio
53,67.6,196.9,81,55.4,63,Cardio
51,77.2,181.4,73,30.4,58,Strength
46,53.6,166.1,175,57.9,24,HIIT
41,89.5,162.3,115,54.9,44,Cardio
41,60.9,150.5,124,58.1,75,Yoga
59,83.9,161.8,104,53.8,109,Cardio
21,90.2,156.9,113,56.4,83,Strength
20,78.1,180.6,125,36.1,91,Yoga
51,87,158.3,145,39.6,105,Yoga
40,83.1,176.4,105,39.5,71,Yoga
40,67.8,179.5,92,33.3,108,Strength
22,90.4,164.9,138,51.9,95,Strength
48,64.7,151.8,109,34.1,28,HIIT
